,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,corrected_lons,long_rad,lat_rad,ocean_depth
684,1942-06-14T03:09:53.010Z,14.628,147.841,15.0,7.0,mw,,,,,iscgem,iscgem900329,2022-04-26T19:18:35.316Z,"233 km ESE of Saipan, Northern Mariana Islands",earthquake,,25.0,0.2,,reviewed,iscgem,iscgem,147.841,2.5803122194409367,0.2553067629817305,4902.56005859375
686,1942-03-21T23:20:46.940Z,29.164,130.834,25.0,7.02,mw,,,,,iscgem,iscgem900233,2022-04-26T19:17:09.242Z,"122 km SSE of Koshima, Japan",earthquake,,4.9,0.45,,reviewed,iscgem,iscgem,130.834,2.283484073554261,0.5090078230516263,2226.995849609375
688,1941-12-05T20:47:03.200Z,8.329,-83.694,20.0,7.47,mw,,,,,iscgem,iscgem901107,2022-04-26T19:32:18.253Z,"70 km WSW of Golfito, Costa Rica",earthquake,,9.8,0.26,,reviewed,iscgem,iscgem,276.306,4.822449443015452,0.1453684733986077,1465.01123046875
691,1941-05-17T02:24:58.560Z,-10.837,166.279,35.0,7.39,mw,,,,,iscgem,iscgem900815,2022-04-26T19:27:04.862Z,"54 km ESE of Lata, Solomon Islands",earthquake,,5.4,0.2,,reviewed,iscgem,iscgem,166.279,2.9021160269236512,-0.1891413310386255,1357.2928466796875
694,1940-12-28T16:37:44.790Z,18.204,147.462,15.0,7.7,mw,,,,,iscgem,iscgem901750,2022-04-26T19:40:53.783Z,Mariana Islands region,earthquake,,5.1,0.2,,reviewed,iscgem,iscgem,147.462,2.5736974215758783,0.31771973703304773,3406.66357421875
698,1940-04-16T06:43:10.490Z,52.849,173.551,30.0,7.05,mw,,,,,iscgem,iscgem901283,2022-04-26T19:34:28.858Z,"24 km E of Attu Station, Alaska",earthquake,,11.7,0.39,,reviewed,iscgem,iscgem,173.551,3.0290363701286784,0.922389056386483,3061.36083984375
699,1940-04-16T06:07:47.770Z,52.224,173.778,30.0,7.04,mw,,,,,iscgem,iscgem901282,2022-04-26T19:34:27.781Z,"80 km SSE of Attu Station, Alaska",earthquake,,9.3,0.33,,reviewed,iscgem,iscgem,173.778,3.0329982675307057,0.9114807485615186,1287.3758544921875
700,1940-01-17T01:14:56.420Z,17.139,148.059,15.0,7.5,mw,,,,,iscgem,iscgem901160,2022-04-26T19:33:21.961Z,Mariana Islands region,earthquake,,3.6,0.2,,reviewed,iscgem,iscgem,148.059,2.584117037210284,0.2991319804993081,6946.73828125
701,1939-12-21T21:00:45.010Z,-0.018,122.793,150.0,8.1,mw,,,,,iscgem,iscgem902275,2022-04-25T20:51:06.181Z,"68 km SSW of Gorontalo, Indonesia",earthquake,,33.6,0.4,,reviewed,iscgem,iscgem,122.793,2.143142148401397,-0.00031415926535897925,1624.63623046875
703,1939-10-10T18:31:59.240Z,38.513,143.07,20.0,7.41,mw,,,,,iscgem,iscgem902187,2022-04-25T20:49:58.178Z,"off the east coast of Honshu, Japan",earthquake,,13.3,0.34,,reviewed,iscgem,iscgem,143.07,2.497042560828287,0.672178654820576,1441.896240234375
704,1939-09-08T12:04:47.580Z,50.999,174.959,15.0,7.24,mw,,,,,iscgem,iscgem902140,2022-04-25T20:49:28.147Z,"238 km SSE of Attu Station, Alaska",earthquake,,3.6,0.27,,reviewed,iscgem,iscgem,174.959,3.053610605996759,0.8901004652245882,5703.61767578125
707,1939-04-30T02:55:30.650Z,-9.881,159.829,15.0,7.83,mw,,,,,iscgem,iscgem901916,2022-04-25T20:45:29.195Z,"23 km SSE of Malango, Solomon Islands",earthquake,,12.6,0.3,,reviewed,iscgem,iscgem,159.829,2.789542290170017,-0.1724559833895597,1763.7362060546875
709,1939-04-05T16:42:43.990Z,-19.924,169.055,30.0,7.06,mw,,,,,iscgem,iscgem901890,2022-04-25T20:45:04.696Z,"48 km SSW of Isangel, Vanuatu",earthquake,,12.3,0.37,,reviewed,iscgem,iscgem,169.055,2.9505663669590136,-0.3477394001673502,3425.45703125
710,1939-01-30T02:18:30.410Z,-7.086,155.388,35.0,7.82,mw,,,,,iscgem,iscgem901797,2022-04-25T20:42:55.192Z,"85 km S of Panguna, Papua New Guinea",earthquake,,29.0,0.23,,reviewed,iscgem,iscgem,155.388,2.712032218088949,-0.1236740307963182,1892.788818359375
711,1938-11-30T02:29:51.350Z,37.036,142.002,30.0,7.04,mw,,,,,iscgem,iscgem902835,2022-04-25T21:02:59.893Z,"99 km E of Iwaki, Japan",earthquake,,13.3,0.2,,reviewed,iscgem,iscgem,142.002,2.478402444416988,0.6464001417686199,1304.30712890625
712,1938-11-13T22:31:31.120Z,36.482,143.02,35.0,7.11,mw,,,,,iscgem,iscgem902790,2022-04-25T21:01:48.483Z,"200 km ESE of Iwaki, Japan",earthquake,,19.0,0.44,,reviewed,iscgem,iscgem,143.02,2.4961698962022902,0.6367310177125712,6409.296875
714,1938-11-06T21:38:47.220Z,37.009,142.485,25.0,7.6,mw,,,,,iscgem,iscgem902752,2022-04-25T21:00:39.900Z,"141 km ESE of Namie, Japan",earthquake,,12.7,0.3,,reviewed,iscgem,iscgem,142.485,2.4868323847041207,0.6459289028705815,4510.5458984375
715,1938-11-06T08:53:55.300Z,37.382,142.305,30.0,7.7,mw,,,,,iscgem,iscgem902745,2022-04-25T21:00:35.008Z,"116 km E of Namie, Japan",earthquake,,12.7,0.3,,reviewed,iscgem,iscgem,142.305,2.4836907920505307,0.6524389809805202,1304.30712890625
716,1938-11-05T10:50:18.100Z,37.147,142.241,35.0,7.7,mw,,,,,iscgem,iscgem902741,2022-04-25T21:00:28.483Z,"116 km ESE of Namie, Japan",earthquake,,13.3,0.3,,reviewed,iscgem,iscgem,142.241,2.4825737813292545,0.6483374572383336,1304.30712890625
717,1938-11-05T08:43:24.230Z,36.971,142.065,35.0,7.8,mw,,,,,iscgem,iscgem902740,2022-04-25T21:00:27.142Z,"105 km E of Iwaki, Japan",earthquake,,3.8,0.3,,reviewed,iscgem,iscgem,142.065,2.479502001845744,0.6452656777548235,1304.30712890625
718,1938-10-20T02:19:30.190Z,-8.996,122.726,66.0,7.16,mw,,,,,iscgem,iscgem902719,2022-04-25T20:26:27.446Z,"70 km SE of Maumere, Indonesia",earthquake,,7.3,0.36,,reviewed,iscgem,iscgem,122.726,2.1419727778025606,-0.1570098195094099,2909.549072265625
719,1938-10-10T20:48:07.010Z,2.4,126.514,15.0,7.22,mw,,,,,iscgem,iscgem902710,2022-04-25T20:59:38.179Z,"182 km WNW of Tobelo, Indonesia",earthquake,,18.0,0.2,,reviewed,iscgem,iscgem,126.514,2.208085849868106,0.041887902047863905,1657.1591796875
723,1938-05-30T14:29:52.920Z,-19.99,168.78,35.0,7.03,mw,,,,,iscgem,iscgem902508,2022-04-25T20:54:54.785Z,"72 km SW of Isangel, Vanuatu",earthquake,,12.3,0.39,,reviewed,iscgem,iscgem,168.78,2.945766711516029,-0.3488913174736665,3425.45703125
724,1938-05-23T07:18:30.500Z,36.534,141.459,15.0,7.7,mw,,,,,iscgem,iscgem902498,2022-04-25T20:54:40.083Z,"69 km ESE of Kitaibaraki, Japan",earthquake,,7.7,0.3,,reviewed,iscgem,iscgem,141.459,2.4689253065786585,0.6376385889236083,1631.048583984375
726,1938-02-01T19:04:22.000Z,-5.045,131.614,25.0,8.5,mw,,,,,official,official19380201190422_30,2022-04-25T20:52:42.236Z,"141 km WNW of Tual, Indonesia",earthquake,,,,,automatic,iscgem,official,131.614,2.297097641719817,-0.08805186076311393,2948.019287109375
729,1937-04-16T03:01:38.090Z,-20.596,-177.315,330.0,7.3,mw,,,,,iscgem,iscgem903042,2022-04-25T21:07:32.394Z,"227 km WNW of Haveluloto, Tonga",earthquake,,33.7,0.4,,reviewed,iscgem,iscgem,182.685,3.188454744005841,-0.35946801274075213,2451.53857421875
730,1937-02-21T07:02:42.240Z,44.447,149.733,30.0,7.44,mw,,,,,iscgem,iscgem902955,2022-04-25T21:06:05.836Z,"170 km ESE of Kuril’sk, Russia",earthquake,,9.0,0.26,,reviewed,iscgem,iscgem,149.733,2.6133338488886695,0.7757464926339196,5050.48193359375
731,1937-01-25T06:34:05.570Z,-10.371,162.615,15.0,7.21,mw,,,,,iscgem,iscgem902922,2022-04-25T21:05:41.120Z,"76 km E of Kirakira, Solomon Islands",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem,162.615,2.838167163130579,-0.18100809672433193,3110.387939453125
732,1936-11-13T12:31:33.030Z,56.017,163.386,20.0,7.32,mw,,,,,iscgem,iscgem903937,2022-04-25T21:30:07.760Z,"61 km ESE of Ust’-Kamchatsk Staryy, Russia",earthquake,,7.6,0.33,,reviewed,iscgem,iscgem,163.386,2.851623651663455,0.9776810870896636,3493.6171875
734,1936-06-30T15:06:41.460Z,51.197,160.811,15.0,7.46,mw,,,,,iscgem,iscgem903716,2022-04-25T21:24:29.582Z,"253 km SE of Vilyuchinsk, Russia",earthquake,,4.5,0.32,,reviewed,iscgem,iscgem,160.811,2.8066814234246014,0.893556217143537,6753.97265625
735,1936-04-19T05:07:17.010Z,-7.656,156.508,20.0,7.27,mw,,,,,iscgem,iscgem903573,2022-04-25T21:21:45.998Z,"61 km NW of Gizo, Solomon Islands",earthquake,,19.2,0.35,,reviewed,iscgem,iscgem,156.508,2.7315799057112855,-0.13362240753268587,2103.37158203125
736,1936-04-01T02:09:27.540Z,4.264,126.379,35.0,7.75,mw,,,,,iscgem,iscgem903538,2022-04-25T21:21:22.654Z,"161 km SE of Sarangani, Philippines",earthquake,,6.7,0.32,,reviewed,iscgem,iscgem,126.379,2.205729655377914,0.0744208393050382,2796.931884765625
738,1935-12-15T07:07:54.140Z,-10.367,161.411,35.0,7.6,mw,,,,,iscgem,iscgem904697,2022-04-25T21:39:49.977Z,"56 km W of Kirakira, Solomon Islands",earthquake,,30.8,0.35,,reviewed,iscgem,iscgem,161.411,2.817153398936567,-0.18093828355425218,1402.5384521484375
740,1935-10-18T00:11:59.680Z,40.232,144.06,15.0,7.19,mw,,,,,iscgem,iscgem904591,2022-04-25T21:37:36.416Z,"192 km ENE of Miyako, Japan",earthquake,,6.1,0.32,,reviewed,iscgem,iscgem,144.06,2.514321320423031,0.7021808646623586,4828.0478515625
741,1935-10-12T16:45:23.640Z,40.176,143.378,15.0,7.12,mw,,,,,iscgem,iscgem904577,2022-04-25T21:37:13.592Z,"136 km ENE of Miyako, Japan",earthquake,,14.5,0.58,,reviewed,iscgem,iscgem,143.378,2.5024181749244296,0.7012034802812419,1772.4820556640625
745,1935-08-17T01:44:37.420Z,-22.308,171.468,20.0,7.14,mw,,,,,iscgem,iscgem904464,2022-04-25T21:35:28.678Z,southeast of the Loyalty Islands,earthquake,,5.0,0.38,,reviewed,iscgem,iscgem,171.468,2.992681161809637,-0.389348049534895,2674.538330078125
746,1934-11-30T02:05:16.820Z,18.494,-105.307,15.0,7.04,mw,,,,,iscgem,iscgem905294,2022-04-25T21:50:00.876Z,"102 km SW of Barra de Navidad, Mexico",earthquake,,7.7,0.3,,reviewed,iscgem,iscgem,254.69299999999998,4.4452314317819175,0.3227811918638313,2817.69140625
747,1934-07-21T06:18:21.380Z,-11.099,165.967,15.0,7.3,mw,,,,,iscgem,iscgem905065,2022-04-25T21:46:38.847Z,"45 km SSE of Lata, Solomon Islands",earthquake,,4.5,0.41,,reviewed,iscgem,iscgem,165.967,2.8966705996574293,-0.19371409367885065,1978.2423095703125
748,1934-07-18T19:40:20.150Z,-11.818,166.413,10.0,7.7,mw,,,,,iscgem,iscgem905046,2022-04-25T21:46:16.829Z,"138 km SSE of Lata, Solomon Islands",earthquake,,3.9,0.4,,reviewed,iscgem,iscgem,166.413,2.9044547681213233,-0.20626301100068983,1638.0830078125
750,1934-04-15T22:15:22.510Z,7.689,126.662,35.0,7.17,mw,,,,,iscgem,iscgem904890,2022-04-25T21:44:16.496Z,"12 km E of Kinablangan, Philippines",earthquake,,36.0,0.46,,reviewed,iscgem,iscgem,126.662,2.2106689371610577,0.134198366185844,1691.1275634765625
751,1934-03-24T12:04:32.460Z,-10.082,160.819,15.0,7.02,mw,,,,,iscgem,iscgem904858,2022-04-25T21:43:41.671Z,"119 km SE of Honiara, Solomon Islands",earthquake,,3.8,0.33,,reviewed,iscgem,iscgem,160.819,2.8068210497647605,-0.17596409518606831,2429.15283203125
753,1934-02-24T06:23:48.560Z,23.105,144.009,35.0,7.5,mw,,,,,iscgem,iscgem904813,2022-04-25T21:42:49.790Z,"Volcano Islands, Japan region",earthquake,,13.6,0.2,,reviewed,iscgem,iscgem,144.009,2.513431202504514,0.40325832367328984,4529.3330078125
754,1933-06-18T21:37:36.740Z,38.083,142.484,30.0,7.25,mw,,,,,iscgem,iscgem905646,2022-04-25T21:55:47.192Z,"110 km ESE of Ishinomaki, Japan",earthquake,,11.4,0.3,,reviewed,iscgem,iscgem,142.484,2.4868149314116006,0.6646737390370004,1498.856689453125
755,1933-03-02T17:31:00.000Z,39.209,144.59,15.0,8.4,mw,,,,,official,official19330302173100_30,2022-04-25T21:51:57.876Z,"1933 Sanriku (Sanriku-oki) Earthquake, Japan",earthquake,,,,,automatic,iscgem,official,144.59,2.523571565458601,0.6843261464144568,6132.73974609375
757,1932-11-13T04:46:59.600Z,43.794,136.619,320.0,7.1,mb,,,,,iscgem,iscgem906454,2022-06-15T00:24:52.585Z,"88 km SSE of Kamenka, Russia",earthquake,,25.0,,,reviewed,iscgem,abe,136.619,2.3844513707821333,0.7643494926183967,2205.46630859375
762,1932-05-14T13:11:03.840Z,0.386,125.884,15.0,7.7,mw,,,,,iscgem,iscgem906146,2022-04-25T22:04:12.558Z,"148 km SE of Tondano, Indonesia",earthquake,,5.2,0.4,,reviewed,iscgem,iscgem,125.884,2.1970902755805417,0.0067369709126981125,2130.771728515625
765,1931-10-03T19:13:21.880Z,-11.118,161.195,15.0,7.83,mw,,,,,iscgem,iscgem907054,2022-04-25T22:22:50.930Z,"108 km SW of Kirakira, Solomon Islands",earthquake,,25.4,0.53,,reviewed,iscgem,iscgem,161.195,2.8133834877522594,-0.19404570623672954,5287.6220703125
767,1931-03-09T03:49:00.210Z,40.591,142.422,35.0,7.92,mw,,,,,iscgem,iscgem906664,2022-04-25T22:14:33.875Z,"78 km E of Hachinohe, Japan",earthquake,,11.5,0.54,,reviewed,iscgem,iscgem,142.422,2.485732827275364,0.7084465966770183,1361.70361328125
768,1931-01-28T21:24:11.380Z,10.873,144.461,15.0,7.2,mw,,,,,iscgem,iscgem906597,2022-04-25T22:12:42.277Z,"265 km S of Merizo Village, Guam",earthquake,,25.0,0.53,,reviewed,iscgem,iscgem,144.461,2.5213200907235285,0.18976964956934342,3713.14990234375
770,1930-10-24T20:15:10.690Z,18.448,146.688,25.0,7.2,mw,,,,,iscgem,iscgem907664,2022-04-25T22:33:34.393Z,"Pagan region, Northern Mariana Islands",earthquake,,7.2,0.2,,reviewed,iscgem,iscgem,146.688,2.560188573165442,0.3219783404079139,3430.2509765625
771,1929-12-17T10:58:41.810Z,53.439,172.202,20.0,7.86,mw,,,,,iscgem,iscgem908419,2022-04-25T22:46:54.130Z,"93 km NW of Attu Station, Alaska",earthquake,,6.8,0.35,,reviewed,iscgem,iscgem,172.202,3.0054918785192752,0.9326864989732497,3758.620849609375
772,1929-11-15T18:50:29.030Z,7.568,142.746,10.0,7.05,mw,,,,,iscgem,iscgem908389,2022-04-25T22:46:18.533Z,"State of Yap, Federated States of Micronesia",earthquake,,25.0,0.25,,reviewed,iscgem,iscgem,142.746,2.491387694051826,0.13208651779093086,2908.04833984375
774,1929-07-05T14:19:09.620Z,51.459,-178.153,35.0,7.01,mw,,,,,iscgem,iscgem908189,2022-04-25T22:41:35.585Z,"114 km WSW of Adak, Alaska",earthquake,,14.8,0.33,,reviewed,iscgem,iscgem,181.847,3.173828884874129,0.898128979783762,1349.5025634765625
776,1929-05-26T22:40:08.400Z,51.103,-130.722,15.0,7.48,mw,,,,,iscgem,iscgem908101,2022-04-25T21:10:25.498Z,"262 km W of Port McNeill, Canada",earthquake,,7.0,0.41,,reviewed,iscgem,iscgem,229.278,4.001656002387559,0.8919156076466622,2172.1015625
777,1929-03-07T01:34:42.430Z,50.906,-169.786,15.0,7.8,mw,,,,,iscgem,iscgem907930,2022-04-25T22:37:17.851Z,"234 km SSW of Nikolski, Alaska",earthquake,,3.8,0.4,,reviewed,iscgem,iscgem,190.214,3.3198605833884938,0.8884773090202334,5808.166015625
778,1929-01-24T20:36:44.010Z,12.944,-90.697,15.0,7.03,mw,,,,,iscgem,iscgem907874,2022-04-25T22:36:28.549Z,off the coast of Central America,earthquake,,13.3,0.25,,reviewed,iscgem,iscgem,269.303,4.700224035498289,0.22591541837814602,2239.38525390625
783,1928-06-29T22:49:42.170Z,-15.833,170.902,15.0,7.07,mw,,,,,iscgem,iscgem908762,2022-04-25T22:54:14.910Z,Vanuatu region,earthquake,,25.0,0.29,,reviewed,iscgem,iscgem,170.902,2.9828025982433486,-0.2763379804682622,3412.873046875
786,1928-05-27T09:50:28.770Z,39.875,142.822,35.0,7.34,mw,,,,,iscgem,iscgem908698,2022-04-25T21:11:19.077Z,"79 km ENE of Miyako, Japan",earthquake,,10.6,0.44,,reviewed,iscgem,iscgem,142.822,2.492714144283341,0.6959500392327389,1049.49951171875
788,1928-03-29T05:06:04.890Z,31.712,137.946,405.0,7.0,mw,,,,,iscgem,iscgem908573,2022-04-25T22:50:40.585Z,"289 km SE of Shing?, Japan",earthquake,,20.6,0.2,,reviewed,iscgem,iscgem,137.946,2.407611889956098,0.5534788123924418,3932.451171875
790,1928-03-16T05:01:05.850Z,-22.36,170.395,10.0,7.56,mw,,,,,iscgem,iscgem908538,2022-05-09T22:48:53.988Z,"274 km ESE of Tadine, New Caledonia",earthquake,,13.2,0.37,,reviewed,iscgem,iscgem,170.395,2.9739537789357375,-0.39025562074593206,3858.34130859375
793,1927-08-18T19:27:55.750Z,34.552,141.489,20.0,7.01,mw,,,,,iscgem,iscgem909456,2022-04-25T23:07:58.215Z,"125 km ESE of Katsuura, Japan",earthquake,,15.9,0.29,,reviewed,iscgem,iscgem,141.489,2.469448905354257,0.6030461631490808,7156.46240234375
794,1927-08-10T11:36:12.300Z,-0.599,131.737,15.0,7.05,mw,,,,,iscgem,iscgem909442,2022-04-25T23:07:45.575Z,"61 km ENE of Sorong, Indonesia",earthquake,,25.0,0.39,,reviewed,iscgem,iscgem,131.737,2.2992443966997698,-0.010454522219446033,1930.519287109375
796,1927-06-03T07:12:07.640Z,-6.763,130.561,35.0,7.49,mw,,,,,iscgem,iscgem909316,2022-04-25T23:05:34.129Z,"273 km WSW of Tual, Indonesia",earthquake,,31.1,0.43,,reviewed,iscgem,iscgem,130.561,2.2787193246963167,-0.1180366173123765,4688.9423828125
798,1927-02-16T01:35:26.130Z,46.551,153.581,15.0,7.03,mw,,,,,iscgem,iscgem909092,2022-04-25T23:02:38.318Z,Kuril Islands,earthquake,,8.8,0.39,,reviewed,iscgem,iscgem,153.581,2.680494118505411,0.8124682200958803,3549.238525390625
799,1927-01-24T01:05:47.020Z,-18.284,167.756,30.0,7.09,mw,,,,,iscgem,iscgem909067,2022-04-25T23:01:45.835Z,"84 km SW of Port-Vila, Vanuatu",earthquake,,18.5,0.28,,reviewed,iscgem,iscgem,167.756,2.9278945399756076,-0.31911600043464317,4637.951171875
802,1926-04-12T08:32:31.700Z,-10.358,161.623,15.0,7.32,mw,,,,,iscgem,iscgem909810,2022-04-25T23:15:49.034Z,"34 km WNW of Kirakira, Solomon Islands",earthquake,,30.8,0.48,,reviewed,iscgem,iscgem,161.623,2.8208534969507952,-0.18078120392157268,1131.8258056640625
803,1926-03-27T10:48:38.630Z,-8.894,157.462,15.0,7.1,mw,,,,,iscgem,iscgem909794,2022-04-25T23:15:13.354Z,"110 km SE of Gizo, Solomon Islands",earthquake,,6.7,0.3,,reviewed,iscgem,iscgem,157.462,2.7482303467753106,-0.15522958367237566,1166.8544921875
804,1926-02-08T15:18:01.820Z,12.292,-88.801,20.0,7.13,mw,,,,,iscgem,iscgem909737,2022-04-25T21:12:39.460Z,"113 km SSW of Puerto El Triunfo, El Salvador",earthquake,,25.6,0.24,,reviewed,iscgem,iscgem,271.199,4.7333154781161015,0.21453587165514298,1572.6204833984375
805,1926-01-25T00:36:25.420Z,-10.059,159.281,15.0,7.48,mw,,,,,iscgem,iscgem909720,2022-04-25T23:13:27.127Z,"62 km SW of Malango, Solomon Islands",earthquake,,12.2,0.26,,reviewed,iscgem,iscgem,159.281,2.779977885869088,-0.17556266945810958,3700.612060546875
808,1925-08-19T12:07:31.780Z,55.291,167.198,15.0,7.02,mw,,,,,iscgem,iscgem910653,2022-04-25T23:27:40.220Z,"Komandorskiye Ostrova, Russia region",earthquake,,3.7,0.29,,reviewed,iscgem,iscgem,167.198,2.918155602749479,0.9650099967201847,3521.006591796875
810,1925-05-03T17:21:46.470Z,1.223,126.303,15.0,7.13,mw,,,,,iscgem,iscgem910473,2022-04-25T23:25:24.787Z,"129 km WNW of Ternate, Indonesia",earthquake,,21.0,0.24,,reviewed,iscgem,iscgem,126.303,2.2044032051463978,0.021345376751890653,1738.850341796875
812,1925-01-18T12:05:56.780Z,47.918,153.743,35.0,7.24,mw,,,,,iscgem,iscgem910330,2022-04-25T23:24:06.950Z,Kuril Islands,earthquake,,32.3,0.22,,reviewed,iscgem,iscgem,153.743,2.6833215518936417,0.8363268709706427,2187.215576171875
813,1924-08-30T03:04:59.860Z,8.982,126.942,15.0,7.19,mw,,,,,iscgem,iscgem911077,2022-04-25T23:32:50.693Z,"70 km E of Aras-asan, Philippines",earthquake,,16.2,0.42,,reviewed,iscgem,iscgem,126.942,2.215555859066642,0.15676547341413066,7517.466796875
817,1923-11-05T21:28:03.400Z,28.926,130.311,35.0,7.18,mw,,,,,iscgem,iscgem911721,2022-04-25T23:39:15.257Z,"101 km NE of Naze, Japan",earthquake,,19.8,0.34,,reviewed,iscgem,iscgem,130.311,2.2743560015663307,0.5048539394318797,1280.381591796875
822,1923-06-01T17:24:46.570Z,35.936,141.501,15.0,7.22,mw,,,,,iscgem,iscgem911391,2022-04-25T23:35:49.410Z,"64 km ENE of Hasaki, Japan",earthquake,,12.4,0.28,,reviewed,iscgem,iscgem,141.501,2.4696583448644964,0.6272015199966823,2216.30224609375
825,1923-02-24T07:34:44.620Z,55.461,163.241,15.0,7.38,mw,,,,,iscgem,iscgem911296,2022-04-25T23:34:45.446Z,"97 km SSE of Ust’-Kamchatsk Staryy, Russia",earthquake,,15.2,0.36,,reviewed,iscgem,iscgem,163.241,2.8490929242480636,0.967977056448575,4445.11669921875
828,1923-02-02T05:07:48.280Z,53.739,160.813,35.0,7.27,mw,,,,,iscgem,iscgem911270,2022-04-25T23:34:34.750Z,"163 km ENE of Petropavlovsk-Kamchatsky, Russia",earthquake,,10.7,0.37,,reviewed,iscgem,iscgem,160.813,2.8067163300096407,0.9379224867292327,2331.7451171875
829,1923-01-22T09:04:21.300Z,40.482,-125.034,15.0,7.12,mw,,,,,iscgem,iscgem911261,2022-04-25T23:34:30.705Z,"66 km W of Ferndale, California",earthquake,,10.6,0.3,,reviewed,iscgem,iscgem,234.966,4.100930330240996,0.7065441877923444,2472.92724609375
831,1922-06-12T04:47:43.120Z,23.768,-108.5,10.0,7.0,mw,,,,,iscgem,iscgem911923,2022-04-25T23:41:00.067Z,"111 km SSW of Altata, Mexico",earthquake,,13.3,0.23,,reviewed,iscgem,iscgem,251.5,4.389503068765738,0.4148298566140122,2235.366943359375
832,1922-01-31T13:17:31.440Z,41.189,-125.608,15.0,7.41,mw,,,,,iscgem,iscgem911811,2022-04-25T23:39:52.742Z,"123 km W of Big Lagoon, California",earthquake,,25.0,0.2,,reviewed,iscgem,iscgem,234.392,4.090912140334549,0.7188836656039443,3048.7587890625
835,1921-11-11T18:36:18.340Z,7.452,127.151,15.0,7.44,mw,,,,,iscgem,iscgem912362,2022-04-25T23:45:17.286Z,"62 km E of Baculin, Philippines",earthquake,,16.3,0.21,,reviewed,iscgem,iscgem,127.151,2.21920359720331,0.13006193585861744,7363.96923828125
836,1921-10-15T04:58:18.150Z,-12.724,166.945,35.0,7.02,mw,,,,,iscgem,iscgem912341,2022-04-25T21:14:28.480Z,"143 km NNW of Sola, Vanuatu",earthquake,,23.0,0.47,,reviewed,iscgem,iscgem,166.945,2.9137399197419334,-0.22207569402375849,1836.2701416015625
838,1921-02-27T18:23:37.070Z,-18.904,-173.037,15.0,7.39,mw,,,,,iscgem,iscgem912172,2022-04-25T23:42:58.421Z,"103 km ESE of Neiafu, Tonga",earthquake,,13.8,0.21,,reviewed,iscgem,iscgem,186.963,3.2631199294061584,-0.32993704179700806,6094.48828125
841,1920-09-20T14:39:03.400Z,-19.982,168.478,25.0,8.09,mw,,,,,iscgem,iscgem912618,2022-04-25T23:48:25.897Z,"97 km WSW of Isangel, Vanuatu",earthquake,,12.7,0.41,,reviewed,iscgem,iscgem,168.478,2.940495817175007,-0.3487516911335069,5959.13427734375
843,1919-08-29T05:44:03.100Z,-3.028,127.391,15.0,7.0,mw,,,,,iscgem,iscgem912906,2022-04-25T23:53:18.253Z,"114 km NW of Ambon, Indonesia",earthquake,,11.0,0.43,,reviewed,iscgem,iscgem,127.391,2.2233923874080963,-0.0528485697503883,2132.70361328125
844,1919-05-06T19:41:13.010Z,-4.806,153.859,35.0,8.15,mw,,,,,iscgem,iscgem912783,2022-04-25T23:51:47.226Z,"183 km ESE of Kokopo, Papua New Guinea",earthquake,,11.5,0.64,,reviewed,iscgem,iscgem,153.859,2.6853461338259557,-0.08388052385084747,3893.05322265625
845,1919-05-03T00:52:03.320Z,40.655,145.626,15.0,7.71,mw,,,,,iscgem,iscgem912777,2022-05-09T22:48:45.816Z,"277 km SSE of Kushiro, Japan",earthquake,,12.9,0.43,,reviewed,iscgem,iscgem,145.626,2.5416531765092625,0.7095636073982946,5271.44091796875
846,1919-04-30T07:17:16.970Z,-18.322,-172.442,25.0,8.1,mw,,,,,iscgem,iscgem912773,2022-04-25T23:51:36.229Z,"166 km ENE of Neiafu, Tonga",earthquake,,14.5,0.3,,reviewed,iscgem,iscgem,187.558,3.2735046384555244,-0.31977922555040106,7310.390625
847,1919-01-01T03:00:34.460Z,-19.318,-178.08,485.0,7.8,mw,,,,,iscgem,iscgem912700,2022-04-25T23:50:38.192Z,Fiji region,earthquake,,25.0,0.4,,reviewed,iscgem,iscgem,181.92,3.175102975228084,-0.33716270490026456,1136.1024169921875
848,1919-01-01T01:33:50.260Z,6.808,126.526,35.0,7.21,mw,,,,,iscgem,iscgem912699,2022-04-25T23:50:32.849Z,"22 km ESE of Bobon, Philippines",earthquake,,32.9,0.41,,reviewed,iscgem,iscgem,126.526,2.2082952893783454,0.11882201547577395,3540.388916015625
849,1918-11-08T04:38:09.680Z,44.83,151.993,15.0,7.83,mw,,,,,iscgem,iscgem913336,2022-04-25T23:57:19.152Z,east of the Kuril Islands,earthquake,,7.1,0.3,,reviewed,iscgem,iscgem,151.993,2.652778289983741,0.7824311036690579,7900.9375
851,1918-10-11T14:14:41.660Z,18.7,-67.189,15.0,7.1,mw,,,,,iscgem,iscgem913306,2022-04-25T23:57:03.321Z,"24 km NNW of San Antonio, Puerto Rico",earthquake,,18.7,0.3,,reviewed,iscgem,iscgem,292.81100000000004,5.110516036057117,0.32637657012293964,2439.883544921875
852,1918-09-07T17:16:27.110Z,44.998,152.32,15.0,8.1,mw,,,,,iscgem,iscgem913260,2022-04-25T23:56:52.651Z,east of the Kuril Islands,earthquake,,25.0,0.3,,reviewed,iscgem,iscgem,152.32,2.6584855166377626,0.7853632568124084,8199.5625
